Security Code,Security Name,Security Group,Open,High,Low,LTP,No. of Shares Traded,Total Turnover (my image Lac),No. of Trades
506401,DEEPAKNI,A,2090.00,2135.05,2083.70,2119.00,86781,1834.64,6950
500295,VEDL,A,310.15,314.75,309.00,312.35,583091,1820.39,7614
532461,PNB,A,45.00,45.20,44.10,44.75,4068438,1818.01,7248
500086,EXIDEIND,A,176.70,178.75,168.70,170.95,1007037,1763.58,11687
543458,AWL,B,687.05,690.00,671.20,674.85,254984,1734.53,11590
540065,RBLBANK,A,140.35,144.25,138.70,142.50,1180266,1667.61,6662
541557,FINEORG,A,6552.00,6674.85,6126.00,6186.85,26249,1651.22,7111
532667,SUZLON,A,8.50,8.55,8.19,8.21,19071259,1581.97,14122
543237,MAZDOCK,A,780.00,798.85,762.65,792.05,197361,1546.89,7197
531213,MANAPPURAM,A,106.20,110.60,104.80,108.75,1421746,1545.70,8869
532234,NATIONALUM,A,73.40,75.55,73.30,74.55,1973202,1464.46,5813
500008,AMARAJABAT,A,633.95,636.00,612.80,624.95,234604,1461.03,10294
507944,BAJAJST,X,890.00,910.00,870.00,871.60,163424,1449.13,375
505537,ZEEL,A,263.00,267.30,261.10,265.95,545383,1442.75,3451
540777,HDFCLIFE,A,533.20,552.95,532.65,542.60,264854,1440.52,9436
500820,ASIANPAINT,A,3083.00,3093.00,3048.05,3054.60,46941,1438.00,8584
532868,DLF,A,395.85,404.95,395.85,400.30,354756,1423.86,6310
500247,KOTAKBANK,A,1926.05,1931.30,1891.45,1898.60,73194,1398.04,4798
500696,HINDUNILVR,A,2535.00,2545.00,2495.25,2503.50,55109,1384.08,4720
500425,AMBUJACEM,A,563.60,565.95,553.85,557.45,246716,1380.68,5450
532541,COFORGE,A,3750.00,3915.00,3750.00,3898.00,34846,1351.14,5829
542651,KPITTECH,A,685.00,692.05,677.00,689.55,195183,1340.83,8864
523642,PIIND,A,3537.95,3557.15,3382.25,3431.95,38237,1323.54,3863
542830,IRCTC,A,757.00,757.20,744.40,747.95,175579,1316.78,5874
532149,BANKINDIA,A,75.05,77.10,73.95,74.65,1718928,1285.21,7005
500103,BHEL,A,76.70,76.85,73.85,74.40,1636664,1224.19,5139
500312,ONGC,A,140.00,141.20,139.20,140.45,856645,1202.06,9731
539309,RAMASTEEL,B,158.90,164.30,156.35,164.20,731325,1198.27,3521
543637,PACE,M,68.65,68.65,56.25,56.25,1990800,1188.09,565
500183,HFCL,A,79.05,84.85,78.55,82.65,1455056,1186.29,5494
540750,IEX,A,142.10,145.75,141.40,144.65,820723,1184.61,13219
532400,BSOFT,A,280.00,286.75,279.65,281.80,412647,1169.08,8396
533179,PERSISTENT,A,3740.00,3855.00,3685.10,3748.50,30818,1167.15,5045
500469,FEDERALBNK,A,140.00,140.00,134.00,134.95,853755,1164.33,7933
532810,PFC,A,117.50,121.70,117.50,120.35,959314,1152.63,6906
500228,JSWSTEEL,A,704.05,721.60,704.05,718.85,159020,1136.56,4897
500251,TRENT,A,1482.00,1500.00,1395.50,1418.50,79395,1133.10,5466
532488,DIVISLAB,A,3310.00,3324.10,3266.50,3273.15,33879,1115.00,7699
532500,MARUTI,A,9200.00,9234.20,9048.45,9088.30,12197,1112.30,1821
533155,JUBLFOOD,A,567.00,569.00,554.45,563.05,193500,1087.58,7851
542726,INDIAMART,A,4830.00,4916.10,4756.95,4792.05,22471,1077.70,1884
500875,ITC,A,361.90,361.90,354.75,356.40,301455,1075.59,5093
532187,INDUSINDBK,A,1134.25,1160.60,1131.00,1139.70,93912,1074.94,4823
500510,LT,A,1995.05,2018.70,1992.40,2010.95,53444,1072.50,4756
533150,GODREJPROP,A,1248.00,1302.70,1241.65,1293.00,82986,1067.26,5172
532531,STAR,A,314.25,322.90,314.25,318.50,332481,1063.60,1443
532483,CANBK,A,313.15,313.55,303.55,304.35,344873,1058.77,3834
533096,ADANIPOWER,T,375.05,378.00,353.15,360.10,288085,1053.99,5809
500113,SAIL,A,84.00,87.30,84.00,85.50,1223898,1048.81,5282
542011,GRSE,A,471.75,476.25,451.55,462.70,226163,1046.06,6440
543635,PPLPHARMA,B,145.10,146.45,138.05,140.80,725121,1030.90,9078
523445,RIIL,A,1083.95,1091.80,1064.00,1073.10,94523,1016.06,3431
532749,ALLCARGO,A,424.10,458.00,421.35,452.30,227184,1010.87,6649
526299,MPHASIS,A,1957.05,2033.75,1957.05,2028.15,50135,1005.92,5579
532627,JPPOWER,A,7.56,7.59,7.42,7.46,13399494,1001.71,14537
533398,MUTHOOTFIN,A,1100.00,1108.45,1040.85,1073.85,92353,990.15,6028
543272,EASEMYTRIP,A,404.90,410.10,399.90,402.85,242611,982.24,6681
532978,BAJAJFINSV,A,1732.05,1747.00,1707.80,1718.25,56489,976.96,3776
532670,RENUKA,A,56.05,56.65,54.30,54.65,1761333,968.13,7689
517206,LUMAXIND,B,1513.30,1796.50,1502.90,1794.35,53275,949.12,2370
542851,GENSOL,M,1689.00,1698.00,1573.40,1606.50,58672,942.96,545
532368,BCG,A,35.95,37.90,35.35,36.95,2542451,935.57,7835
532805,REDINGTON,A,153.50,153.85,146.45,150.50,604793,911.74,7342
540180,VBL,A,1151.00,1162.60,1097.45,1106.55,79456,894.54,7070
500770,TATACHEM,A,1080.05,1090.00,1063.15,1066.25,79172,851.38,5823
535789,IBULHSGFIN,A,131.85,133.60,130.40,131.50,631743,833.62,5387
541556,RITES,A,383.65,389.55,364.15,366.70,220596,831.84,7308
500116,IDBI,A,50.10,50.35,47.60,47.85,1700844,826.76,5213
543257,IRFC,A,25.00,25.10,24.30,24.45,3328826,820.13,6460
533098,NHPC,A,44.05,45.25,43.40,44.85,1832281,815.61,5342
500400,TATAPOWER,A,231.70,232.20,229.35,229.75,353076,813.86,5321
500408,TATAELXSI,A,7060.05,7094.85,6943.50,6960.05,11537,810.57,2595
532454,BHARTIARTL,A,831.00,836.95,823.85,826.45,96726,803.36,3333
542066,ATGL,A,3720.00,3810.00,3720.00,3800.35,21255,802.82,2927
500493,BHARATFORG,A,887.00,896.40,884.05,886.70,85659,763.27,3825
532827,PAGEIND,A,48611.00,49155.15,46950.00,47567.75,1592,760.47,934
531344,CONCOR,A,810.00,812.50,765.20,767.80,96223,750.75,4912
500414,TIMEX,XT,142.00,146.25,135.20,141.00,524376,740.83,1899
540376,DMART,A,4170.00,4170.00,4120.00,4125.40,17824,737.13,4623
521064,TRIDENT,A,38.55,38.70,36.90,37.25,1966897,735.63,9445
500087,CIPLA,A,1131.00,1143.65,1116.55,1121.40,64941,733.71,4335
543523,CAMPUS,B,503.10,517.10,463.90,469.40,147388,719.90,6447
503806,SRF,A,2384.95,2411.00,2360.45,2388.75,29976,716.08,3785
511243,CHOLAFIN,A,725.05,748.00,725.05,729.00,96487,714.98,2380
539336,GUJGAS,A,497.50,502.50,478.50,480.40,147199,714.07,8931
530643,ECORECO,X,126.95,146.00,123.00,142.70,547655,712.82,1961
506532,NITTAGELA,X,694.00,747.00,694.00,720.05,98972,712.06,2593
543271,JUBLINGREA,A,581.10,592.45,570.00,574.40,120140,698.58,4185
536264,TIGERLOGS,X,300.85,324.00,285.00,320.85,224175,692.12,2598
530813,KRBL,A,395.00,404.95,376.40,390.80,174974,691.32,5534
540762,TIINDIA,A,2641.05,2696.95,2525.55,2573.95,26661,688.84,4958
500877,APOLLOTYRE,A,294.45,298.95,288.50,290.35,230641,681.16,3941
541450,ADANIGREEN,A,2214.95,2238.00,2180.00,2195.40,30781,679.59,3325
530965,IOC,A,69.90,69.95,69.40,69.75,948318,660.64,6905
539310,THINKINK,B,66.90,67.90,66.00,67.00,978234,656.61,346
532504,NAVINFLUOR,A,4506.45,4540.00,4441.05,4459.45,14544,655.97,1867
509480,BERGEPAINT,A,586.05,602.00,583.45,597.85,109429,648.07,5955
500085,CHAMBLFERT,A,302.00,303.90,285.70,286.45,217487,643.17,3149
532343,TVSMOTOR,A,1140.00,1141.25,1100.50,1106.75,56830,634.65,3858
542904,UJJIVANSFB,B,29.50,30.05,27.65,27.95,2187702,625.51,6232
500003,AEGISLOG,A,321.50,328.75,317.25,322.90,192078,622.59,7560
526642,MIRZAINT,B,295.00,299.80,272.00,285.45,215446,609.82,7592
526371,NMDC,A,113.30,114.80,112.80,113.65,524766,597.80,4226
500302,PEL,A,818.00,827.35,814.00,820.20,72641,597.00,4727
532955,RECLTD,A,100.00,101.10,99.05,99.80,596624,596.87,4091
524558,NEULANDLAB,A,1838.00,1873.05,1739.30,1792.65,33233,594.82,5987
590003,KARURVYSYA,B,98.00,100.30,97.00,99.90,600192,593.49,3515
500117,DCW,B,57.90,57.90,53.20,53.70,1068836,591.30,7470
524715,SUNPHARMA,A,1015.00,1031.15,1010.20,1013.45,57537,587.56,3629
543066,SBICARD,A,813.65,825.00,810.40,812.65,71468,583.85,5364
504918,SANDUMA,B,715.00,719.95,680.00,707.95,83052,579.85,4078
532689,PVR,A,1802.05,1854.00,1802.05,1845.65,31582,579.52,2758
532768,FIEMIND,B,1790.00,1840.00,1710.85,1819.45,32321,573.42,4805
532659,IDFC,A,80.25,81.50,78.80,79.20,709738,567.11,2386
532652,KTKBANK,A,135.00,136.00,132.70,135.15,420164,565.82,4541
513683,NLCINDIA,A,81.00,83.00,80.10,80.70,693788,565.20,3866
506690,UNICHEMLAB,A,395.00,427.00,391.15,396.25,137324,557.66,6789
543265,RAILTEL,A,125.60,128.95,122.35,127.50,432385,544.18,4744
532218,SOUTHBANK,A,14.70,14.94,14.25,14.39,3749145,544.07,14946
500114,TITAN,A,2664.00,2703.65,2641.60,2652.35,20338,543.22,1814
532983,RPGLIFE,B,884.30,995.75,877.00,951.45,54410,517.71,5966
500124,DRREDDY,A,4555.20,4580.00,4505.70,4544.70,11382,517.47,1647
500730,NOCIL,A,225.85,233.50,218.20,231.90,227031,517.26,4211
540115,LTTS,A,3701.00,3807.65,3683.05,3717.95,13735,514.76,1905
500290,MRF,A,88002.00,88911.00,85858.00,86131.05,585,508.43,435
530005,INDIACEM,A,245.00,247.70,241.65,242.95,204849,500.77,2934
538835,INTELLECT,A,434.95,450.35,429.15,445.35,113399,498.64,4009
500575,VOLTAS,A,830.00,839.90,827.00,829.05,58860,489.98,3511
532259,APARINDS,A,1425.00,1528.95,1425.00,1498.40,32948,489.81,6167
542752,AFFLE,A,1197.00,1270.00,1182.00,1263.65,39259,485.88,3593
539277,ALSTONE,XT,235.50,235.50,235.20,235.50,205787,484.62,4117
500182,HEROMOTOCO,A,2721.00,2730.70,2662.00,2668.80,17964,484.49,2944
522101,KLBRENG-B,XT,77.50,80.00,74.35,79.05,607329,481.64,508
532321,ZYDUSLIFE,A,436.95,445.00,421.35,428.95,111019,481.56,4877
513599,HINDCOPPER,A,111.95,115.00,111.65,113.70,421934,479.89,4396
532505,UCOBANK,A,15.24,15.59,15.01,15.12,3142160,477.63,2595
541179,ISEC,A,548.95,572.00,543.05,562.35,84953,477.31,4876
532371,TTML,T,99.05,102.00,97.80,100.20,478567,475.72,5542
530007,JKTYRE,A,171.00,177.25,171.00,173.05,271772,473.97,4095
533193,KECL,B,64.15,68.45,61.95,64.60,699874,467.56,5492
517271,HBLPOWER,B,105.55,107.60,101.45,102.85,444764,466.63,4402
540975,ASTERDM,A,257.95,258.30,243.00,244.85,185939,463.19,4325
532209,J&KBANK,A,42.00,42.25,40.45,40.65,1126186,462.46,3703
500825,BRITANNIA,A,4141.55,4175.20,4085.85,4096.60,11054,454.97,2584
532538,ULTRACEMCO,A,6822.05,6923.00,6785.10,6812.05,6530,447.40,1940
500490,BAJAJHLDNG,A,6899.00,7077.05,6680.10,6698.40,6509,446.15,2635
532830,ASTRAL,A,2098.95,2113.25,2046.60,2062.95,21512,445.45,3108
500495,ESCORTS,A,2030.00,2038.65,1973.45,1984.45,22058,439.75,2004
540691,ABCAPITAL,A,131.00,131.30,127.65,128.50,336795,434.65,4669
533519,L&TFH,A,82.45,82.45,81.20,81.60,528528,432.19,2963
500002,ABB,A,3200.00,3220.00,3105.30,3155.40,13652,430.80,2997
541729,HDFCAMC,A,2090.00,2148.70,2090.00,2102.00,20185,428.90,2925
532432,UNITDSPR,A,893.95,893.95,880.30,883.70,48302,428.21,3026
500253,LICHSGFIN,A,386.95,389.35,374.40,376.40,112353,426.12,3510
533333,FCL,A,329.15,338.00,322.25,332.20,128946,424.98,4166
532832,IBREALEST,A,78.70,79.45,77.55,78.15,540553,423.58,3177
504067,ZENSARTECH,A,216.85,221.85,216.85,218.80,192530,422.55,4430
543433,HPAL,B,398.35,413.00,391.50,407.45,104123,412.53,2158
500387,SHREECEM,A,22601.00,23060.30,22601.00,22849.75,1785,408.36,637
543530,PARADEEP,B,57.45,58.10,55.25,56.15,724846,408.06,5893
500645,DEEPAKFERT,A,900.00,905.00,860.05,875.15,45694,401.95,2566
539254,ADANITRANS,A,3316.05,3326.95,3270.00,3287.55,11918,392.73,1405
532720,M&MFIN,A,221.00,225.00,221.00,221.90,175480,391.27,2797
532848,DELTACORP,A,223.00,223.75,220.55,221.85,174479,387.33,2934
500049,BEL,A,108.20,108.40,106.65,107.30,358955,385.38,4256
526947,LAOPALA,A,407.85,424.00,395.60,414.20,92888,382.82,5263
543590,RHETAN,M,145.00,148.05,144.00,148.05,260000,382.33,56
543284,EKI,B,1649.95,1655.00,1595.00,1600.55,23476,379.04,2709
521137,EUREKAI,XT,36.50,36.50,36.45,36.50,1028057,375.16,3677
500184,HSCL,A,98.05,99.00,95.65,96.20,385421,373.78,4412
509488,GRAPHITE,A,356.55,366.40,356.55,364.15,102984,373.33,3825
541233,LEMONTREE,A,91.00,91.70,88.85,91.10,412853,373.07,3905
532525,MAHABANK,A,23.40,23.90,23.10,23.40,1568530,369.68,3012
532644,JKCEMENT,A,2794.40,2837.95,2776.55,2823.60,13118,368.41,1533
542772,IIFLWAM,A,1792.90,1799.25,1751.00,1765.80,20863,368.28,295
532885,CENTRALBK,A,23.30,23.70,22.75,22.90,1582062,365.49,2440
519126,HNDFDS,A,504.65,566.00,498.65,558.80,66649,362.39,7615
511196,CANFINHOME,A,535.00,540.80,530.00,536.15,67293,359.97,2133
543277,LXCHEM,A,299.25,303.75,295.95,297.30,119507,357.30,5475
533106,OIL,A,198.10,200.25,196.00,197.70,179962,356.72,2842
543227,HAPPSTMNDS,A,981.00,1006.00,977.90,992.95,35441,351.91,2441
543626,EMIL,B,98.20,98.20,86.85,88.45,383415,351.66,4296
543273,KMEW,M,770.00,813.35,765.20,793.55,42750,344.14,106
507753,TGVSL,XT,149.05,152.45,142.25,143.25,237071,343.72,1559
522074,ELGIEQUIP,A,519.95,521.95,502.85,505.10,66593,341.47,3171
541195,MIDHANI,A,260.80,262.00,250.00,251.30,133314,340.48,2283
540699,DIXON,A,4538.00,4646.90,4519.60,4537.50,7416,339.24,1714
532927,ECLERX,A,1425.00,1494.25,1381.30,1399.20,23362,337.77,3201
541956,IRCON,A,48.95,50.15,48.30,49.90,684874,337.38,3707
570001,TATAMTRDVR,A,227.95,228.00,221.40,224.60,149710,335.56,3167
543330,DEVYANI,A,177.65,182.15,175.90,181.30,187649,334.44,2590
535755,ABFRL,A,316.35,320.00,312.15,318.90,105434,333.82,1946
532977,BAJAJ-AUTO,A,3724.65,3781.00,3709.05,3726.45,8840,330.08,1461
524000,POONAWALLA,A,317.10,321.60,313.15,314.00,103152,328.27,2164
543573,SYRMA,B,285.05,298.00,285.05,286.45,112037,327.45,3341
508989,NAVNETEDUL,A,124.00,129.45,118.30,126.00,264038,327.22,4848
509496,ITDCEM,A,113.90,117.80,113.10,116.35,282487,326.35,3400
500483,TATACOMM,A,1326.00,1347.30,1307.00,1315.45,24528,325.77,2956
500104,HINDPETRO,A,207.05,207.90,205.55,207.65,156834,324.40,2407
531120,PATELENG,B,22.20,22.80,21.90,22.50,1442207,324.04,2389
500120,DIAMINESQ,X,472.00,489.00,466.60,475.25,67411,321.76,682
541167,YASHO,B,1771.00,1798.90,1750.00,1762.60,18092,321.64,1383
500300,GRASIM,A,1710.00,1737.10,1697.35,1709.05,18683,321.56,2306
532939,RPOWER,T,15.60,16.35,15.60,16.00,2010263,321.35,4442
500043,BATAINDIA,A,1785.10,1785.10,1734.05,1749.80,18057,317.79,2345
532388,IOB,A,21.20,21.55,20.50,20.65,1510873,316.06,2114
522113,TIMKEN,A,2805.05,2954.00,2800.00,2887.75,10866,314.68,2477
500245,KIRLFER,A,301.70,307.35,296.80,301.50,103433,313.78,3865
532395,AXISCADES,B,382.90,384.95,349.40,349.40,86854,312.90,3620
532809,FSL,A,104.10,109.50,104.10,108.95,290640,312.37,2469
524051,POLYPLEX,A,1813.95,1813.95,1756.00,1761.85,17565,311.48,2350
500093,CGPOWER,A,258.25,266.05,257.65,263.30,118429,310.97,3230
512070,UPL,A,761.00,769.75,759.10,767.75,40080,306.76,1815
500368,PATANJALI,T,1300.05,1318.00,1251.10,1267.95,23871,305.58,1656
543300,SONACOMS,A,461.00,464.20,456.60,458.10,65711,302.76,4294
542812,FLUOROCHEM,A,3826.10,3927.85,3625.00,3643.20,8090,298.46,2177
532466,OFSS,A,3053.05,3100.00,3053.05,3080.30,9660,297.75,1590
522205,PRAJIND,A,408.35,414.30,407.00,413.10,72134,296.57,2894
500480,CUMMINSIND,A,1360.45,1360.45,1318.90,1347.35,21956,294.02,1761
543398,LATENTVIEW,B,390.20,391.30,384.80,388.00,75581,293.74,3772
532754,GMRINFRA,A,38.15,38.70,37.85,38.15,764689,292.38,2312
524208,AARTIIND,A,718.45,721.65,714.00,715.85,40639,291.52,2942
532783,DAAWAT,A,122.80,123.35,118.15,119.75,241249,289.71,2861
500128,ELECTCAST,B,44.70,45.75,43.70,44.20,648572,289.37,3064
543278,KALYANKJIL,A,104.40,105.55,102.50,103.35,278691,288.38,2356
532626,PONDYOXIDE,X,425.00,425.00,390.00,393.90,72136,288.24,3309
532947,IRB,A,259.65,259.65,250.00,252.60,113041,286.19,3036
506222,INEOSSTYRO,B,846.70,847.70,815.10,833.90,33974,284.01,1912
500547,BPCL,A,306.25,310.35,305.40,308.50,91957,282.45,4232
524828,BDH,X,157.85,168.05,156.00,168.05,169115,282.13,627
524816,NATCOPHARM,A,590.00,593.00,575.40,583.90,48163,281.10,3898
539874,UJJIVAN,A,279.00,289.00,271.90,278.60,101696,280.72,2382
532790,TANLA,A,750.15,763.10,750.00,752.65,37045,279.90,2686
542351,GLOSTERLTD,X,1960.00,1960.00,1836.00,1888.70,14554,273.79,1438
542667,WORL,B,156.00,159.10,148.30,156.90,178989,273.58,498
533293,KIRLOSENG,A,301.95,308.80,284.00,287.55,93133,273.52,3822
543332,MFL,A,1261.05,1295.00,1237.00,1257.50,21624,273.44,2734
502420,ORIENTPPR,B,42.45,42.50,40.35,41.05,662802,271.74,2531
500185,HCC,A,15.00,15.20,14.60,14.66,1830702,270.99,1232
512237,JAICORPLTD,A,166.00,167.20,159.35,161.50,166111,270.55,3058
540611,AUBANK,A,639.40,648.70,621.30,624.45,42800,270.48,2945
532814,INDIANB,A,271.35,271.35,258.00,260.75,101821,268.64,1947
500339,RAIN,A,172.95,176.20,172.55,174.50,153002,267.29,2490
543498,MSUMI,B,83.00,84.25,82.70,83.05,319997,267.20,4341
505710,GRAUWEIL,B,95.30,100.00,94.55,97.35,271312,265.80,3490
509631,HEG,A,1000.00,1013.95,985.55,1002.25,26195,262.31,2370
533248,GPPL,A,97.70,98.50,94.00,95.55,270192,260.89,2964
505700,ELECON,A,453.00,458.95,442.00,448.30,57771,260.07,3144
542012,AAL,B,316.00,324.00,306.05,316.05,82249,259.97,182
541143,BDL,A,995.95,998.80,968.35,974.60,26413,259.83,2126
539524,LALPATHLAB,A,2389.55,2417.95,2332.70,2356.75,10798,257.91,1290
543526,LICI,A,625.00,633.55,624.90,628.05,40987,257.76,2642
540073,BLS,B,365.00,366.15,359.00,359.80,70606,255.51,2790
539436,COFFEEDAY,A,54.40,54.60,51.90,52.90,480245,253.40,3881
511447,SYLPH,X,17.60,17.85,16.85,17.30,1484526,252.71,288
506879,GUJTHEM,X,809.00,824.95,801.00,821.95,30974,252.59,970
532468,KAMAHOLD,B,12405.05,12619.85,12112.10,12491.80,2018,252.22,150
543434,SUPRIYA,B,249.90,255.95,240.65,250.85,99620,249.49,4869
503722,BANSWRAS,B,103.30,119.60,102.80,118.15,215976,249.10,3359
543220,MAXHEALTH,A,465.00,472.65,441.00,445.05,54511,245.39,2422
503310,SWANENERGY,A,217.05,247.00,215.00,243.70,104500,245.10,3110
500304,NIITLTD,A,305.90,311.20,300.55,304.30,79981,243.91,3362
532734,GPIL,A,275.00,283.60,269.70,281.70,87952,243.70,2970
543396,PAYTM,A,630.10,644.20,628.50,632.30,38320,243.29,2208
513377,MMTC,A,36.60,38.50,36.60,38.25,638434,241.63,2262
534597,RTNINDIA,A,50.75,51.70,50.05,50.45,474784,240.91,2915
533206,SJVN,A,37.30,37.90,36.80,37.00,642541,240.29,2658
590103,NIFTYBEES,B,199.15,200.30,198.60,200.17,119180,238.25,1204
506852,PACL,B,85.40,85.75,83.00,85.45,281011,237.59,1527
539083,INOXWIND,A,140.25,142.25,126.75,128.50,174819,235.06,4217
514197,STCORP,XT,427.20,427.20,427.20,427.20,54701,233.68,485
532775,GTLINFRA,A,1.30,1.31,1.26,1.27,18103616,231.04,3129
540252,VSL,B,18.00,18.75,17.80,18.75,1237752,230.25,2164
523598,SCI,A,135.00,135.25,132.00,133.60,172328,229.96,2129
534742,ZUARI,B,160.85,160.85,157.75,159.20,143685,228.68,976
532762,ACE,A,321.05,329.65,313.35,322.75,71192,227.77,2093
516072,VISHNU,B,1694.90,1694.90,1555.20,1555.20,14149,226.77,2250
511431,VAKRANGEE,A,32.65,32.80,31.90,32.15,704182,226.65,1933
532725,SOLARINDS,A,4243.90,4269.40,4129.65,4142.55,5378,225.86,1192
509243,TVSSRICHAK,B,2820.05,3101.90,2740.00,2980.75,7695,225.22,2060
539658,TEAMLEASE,A,2614.90,2614.90,2345.00,2357.05,9364,225.14,2771
500800,TATACONSUM,A,770.05,779.75,770.05,773.35,29031,224.84,1563
523395,3MINDIA,A,24000.00,24060.00,23584.05,23721.60,933,222.45,558
543441,CMSINFO,B,344.00,344.00,327.50,331.30,65495,221.11,1733
539448,INDIGO,A,1720.00,1768.20,1696.00,1765.95,12692,220.27,1759
590051,SAKSOFT,B,103.05,117.70,99.95,114.95,195508,219.36,5071
533273,OBEROIRLTY,A,880.05,903.50,880.05,888.00,24543,219.25,1401
542628,NSL,M,253.55,265.00,253.55,254.15,86000,218.48,44
524230,RCF,A,103.50,103.85,100.45,101.55,213650,218.06,2226
520151,SHREYAS,B,313.65,328.85,302.45,309.60,68105,216.47,4069
539523,ALKEM,A,3199.95,3225.65,3081.05,3171.40,6853,216.32,2492
535754,ORIENTCEM,A,124.05,128.15,120.55,126.65,172929,215.74,2747
532374,STLTECH,A,170.00,172.30,168.00,169.00,126516,215.30,2696
500472,SKFINDIA,A,4828.00,4954.00,4828.00,4918.40,4370,214.04,998
530129,NILE,X,680.40,714.90,617.15,642.50,33546,213.56,890
505681,BIMETAL,X,457.50,465.10,452.00,465.10,46263,213.38,957
502355,BALKRISIND,A,1898.80,1915.00,1881.00,1891.10,11242,213.36,1859
543620,INA,M,135.10,135.10,127.80,131.35,162000,212.96,54
512455,LLOYDSME,B,185.25,187.60,176.10,177.10,118327,212.34,1452
500331,PIDILITIND,A,2670.00,2682.60,2634.60,2660.25,7998,212.29,1077
513709,SHILGRAVQ,X,110.15,110.15,104.20,110.15,192058,211.21,634
506395,COROMANDEL,A,933.05,958.85,920.00,924.05,22518,210.80,2408
543591,DREAMFOLKS,B,413.35,413.70,392.30,394.80,52998,210.60,3495
