Security Code,Security Name,Security Group,Open,High,Low,LTP,No. of Shares Traded,Total Turnover (my image Lac),No. of Trades
532898,POWERGRID,A,211.90,213.70,210.30,211.25,801413,1694.08,6699
542812,FLUOROCHEM,A,3653.20,3653.20,3509.85,3538.65,45230,1637.94,2658
532832,IBREALEST,A,80.00,83.65,79.30,82.75,2001594,1634.18,9087
524804,AUROPHARMA,A,467.00,491.90,457.20,487.45,342063,1630.04,8499
500086,EXIDEIND,A,170.95,179.90,170.70,179.35,908023,1610.58,11234
540065,RBLBANK,A,142.05,147.00,141.65,144.80,1105305,1597.68,6191
531213,MANAPPURAM,A,109.45,116.95,108.00,116.65,1386081,1581.28,9757
543498,MSUMI,B,84.00,84.10,82.05,83.00,1867532,1552.13,5870
532843,FORTIS,A,285.00,313.75,285.00,305.45,500426,1514.15,11121
500113,SAIL,A,85.40,87.90,85.40,86.45,1740548,1511.43,9209
532488,DIVISLAB,A,3295.00,3295.00,3197.00,3277.50,45778,1491.07,7437
500520,M&M,A,1302.00,1310.00,1268.45,1277.95,115402,1487.07,6672
517334,MOTHERSON,A,71.50,73.55,70.80,73.00,2017740,1459.00,9677
541956,IRCON,A,51.70,54.20,50.90,53.35,2737630,1453.43,11352
532215,AXISBANK,A,849.10,853.95,847.65,851.25,168896,1436.30,8869
535755,ABFRL,A,318.05,323.00,313.95,314.50,448255,1428.72,1759
532725,SOLARINDS,A,4201.05,4202.60,3996.05,4054.60,34230,1414.76,1053
505537,ZEEL,A,263.10,264.35,256.10,259.55,538260,1393.71,6239
500124,DRREDDY,A,4434.00,4452.90,4318.00,4365.75,31401,1368.46,4282
532461,PNB,A,44.85,45.00,43.65,43.95,3033829,1344.25,9267
500477,ASHOKLEY,A,149.60,153.50,148.70,152.80,886021,1341.90,6893
500850,INDHOTEL,A,316.40,317.20,304.40,312.90,420859,1311.66,7209
540180,VBL,A,1110.00,1135.00,1075.55,1084.30,114734,1274.14,9336
532749,ALLCARGO,A,456.90,494.85,455.35,474.15,262632,1255.47,7921
535789,IBULHSGFIN,A,132.50,135.15,128.80,134.60,933109,1238.76,7093
500233,KAJARIACER,A,1022.05,1037.70,1021.00,1032.70,119913,1237.42,810
539437,IDFCFIRSTB,A,57.65,57.80,57.05,57.45,2152299,1235.76,6244
532667,SUZLON,A,8.27,8.34,8.20,8.24,14958702,1233.86,11226
532805,REDINGTON,A,148.90,160.00,148.90,158.10,783904,1222.81,8049
531162,EMAMILTD,A,460.05,465.35,448.65,454.45,259662,1204.78,949
506401,DEEPAKNI,A,2118.15,2147.75,2103.05,2141.30,56475,1202.55,5876
500087,CIPLA,A,1121.45,1132.50,1118.25,1129.20,104431,1170.73,2840
532286,JINDALSTEL,A,500.60,516.95,500.60,515.10,223863,1142.22,5454
532500,MARUTI,A,9098.95,9160.00,8992.95,9152.40,12400,1131.79,2620
500408,TATAELXSI,A,7038.95,7070.35,6960.00,6973.15,16063,1124.40,2808
532149,BANKINDIA,A,73.95,76.40,72.85,75.05,1503527,1114.69,6574
500670,GNFC,A,600.05,605.25,581.30,592.50,171489,1017.12,7704
539524,LALPATHLAB,A,2356.75,2508.00,2353.10,2485.05,41237,1013.37,5170
500183,HFCL,A,82.75,84.30,81.70,82.90,1194187,989.93,5668
532541,COFORGE,A,3910.05,4035.00,3907.15,4020.75,24365,974.67,4045
539277,ALSTONE,XT,247.25,247.25,247.10,247.25,390939,966.60,9436
523618,DREDGECORP,B,368.05,425.00,368.00,405.95,236863,959.85,10922
540115,LTTS,A,3735.80,3818.90,3727.00,3794.30,24201,917.64,3953
532296,GLENMARK,A,417.00,434.65,417.00,430.65,213753,916.52,6466
532670,RENUKA,A,54.50,57.20,53.80,56.60,1592315,891.77,7394
532733,SUNTV,A,542.25,542.75,498.75,502.25,173268,882.97,6898
517271,HBLPOWER,B,102.00,102.15,98.15,99.10,882787,876.82,7468
532627,JPPOWER,A,7.44,7.59,7.42,7.46,11527200,863.69,8219
543458,AWL,B,670.00,678.50,665.20,667.90,128310,862.25,5842
500330,RAYMOND,A,1207.80,1313.50,1200.00,1291.60,65683,832.66,4966
532699,ROHLTD,B,262.10,278.00,262.10,276.05,300736,826.90,864
543523,CAMPUS,B,446.90,466.65,446.00,450.65,182219,824.47,8401
513599,HINDCOPPER,A,110.10,117.00,110.10,116.55,706994,813.01,6001
523445,RIIL,A,1075.15,1094.50,1071.80,1087.20,74119,803.99,3015
541556,RITES,A,367.05,379.35,360.50,364.25,216333,801.67,7108
500247,KOTAKBANK,A,1898.00,1928.65,1898.00,1922.70,41397,795.51,3004
532477,UNIONBANK,A,66.55,66.70,64.25,64.75,1213443,787.96,4407
524558,NEULANDLAB,A,1797.95,2004.05,1778.00,1933.30,40987,786.59,7481
532162,JKPAPER,A,417.00,425.25,412.50,421.95,186087,781.49,3866
530965,IOC,A,69.80,70.15,68.85,69.40,1095272,761.93,8428
500493,BHARATFORG,A,895.90,895.90,842.75,859.40,87479,755.48,3358
540005,LTI,A,5080.00,5185.00,5076.95,5161.20,14584,751.05,2430
509488,GRAPHITE,A,365.00,378.00,355.75,367.80,201136,748.28,5204
533155,JUBLFOOD,A,564.25,570.50,560.10,562.05,132140,746.25,5778
500253,LICHSGFIN,A,378.75,378.75,370.45,373.55,198418,743.54,4421
542011,GRSE,A,466.75,482.55,458.85,463.50,157291,741.41,4104
540205,AVL,B,1369.80,1377.90,1271.00,1300.20,54881,730.06,1621
541143,BDL,A,985.85,997.85,930.00,943.80,75246,726.69,4896
500114,TITAN,A,2655.00,2666.30,2624.00,2629.70,26698,704.73,3825
500312,ONGC,A,140.45,141.00,138.55,139.20,503259,704.39,6485
542651,KPITTECH,A,692.90,694.40,675.40,682.60,101706,692.68,5129
500300,GRASIM,A,1709.05,1756.40,1707.20,1747.90,39635,688.16,4012
540738,STL,B,438.00,509.10,405.00,430.75,139334,685.34,1981
543233,CHEMCON,B,327.10,334.35,307.90,313.35,215105,684.16,10445
532483,CANBK,A,302.95,306.30,300.85,304.30,224803,682.52,2765
500163,GODFRYPHLP,A,1720.00,1838.00,1706.15,1781.35,38256,682.05,4594
532755,TECHM,A,1059.15,1074.00,1055.50,1065.85,62747,669.44,2991
543235,ANGELONE,A,1453.95,1528.10,1425.05,1512.80,44581,661.40,4730
533179,PERSISTENT,A,3748.50,3845.00,3748.50,3834.45,17247,658.08,3195
524208,AARTIIND,A,715.15,717.05,699.15,705.10,93164,657.71,6492
532155,GAIL,A,88.80,88.80,87.90,88.15,743121,656.27,6037
590003,KARURVYSYA,B,98.95,101.90,97.80,101.05,638984,641.75,5355
543620,INA,M,128.20,133.50,118.25,119.25,516000,640.29,167
532978,BAJAJFINSV,A,1730.00,1735.25,1709.00,1718.35,37091,638.67,2588
533150,GODREJPROP,A,1299.00,1316.85,1270.00,1306.85,48777,632.11,3980
500820,ASIANPAINT,A,3056.00,3077.00,3042.00,3054.65,20585,628.69,2360
541153,BANDHANBNK,A,227.85,229.05,224.95,226.25,273561,620.81,3402
532848,DELTACORP,A,222.00,225.25,218.30,223.80,275226,612.66,3633
543651,DAPS,MT,57.00,59.85,54.15,55.10,1052000,608.79,245
500188,HINDZINC,A,302.00,310.00,302.00,309.35,195958,601.33,4285
532424,GODREJCP,A,818.00,846.60,818.00,845.10,70485,592.30,2560
543273,KMEW,M,823.90,833.20,795.10,832.70,71250,592.10,88
509631,HEG,A,1035.00,1096.40,1028.95,1046.25,55670,591.63,5035
531642,MARICO,A,500.00,505.30,495.25,499.55,117652,591.46,3436
500302,PEL,A,820.25,830.20,805.50,827.20,71976,590.87,4310
500331,PIDILITIND,A,2650.00,2688.45,2641.25,2656.90,22080,586.12,2784
533098,NHPC,A,44.85,45.15,43.35,43.60,1312642,579.41,4316
532810,PFC,A,120.50,121.50,120.00,120.70,475517,575.07,3723
530813,KRBL,A,390.80,414.60,386.00,412.40,140172,568.06,4001
539837,RPEL,B,921.15,955.00,910.00,939.35,60164,564.92,606
541154,HAL,A,2497.00,2512.20,2424.75,2490.80,22535,556.65,2619
532762,ACE,A,325.05,348.00,325.05,345.75,163498,555.90,3412
543635,PPLPHARMA,B,141.05,143.75,138.15,139.50,394349,552.54,5915
532951,GSS,B,287.00,332.05,285.00,327.55,180986,551.71,3192
500049,BEL,A,107.30,107.70,105.50,106.65,516976,550.14,6451
500257,LUPIN,A,745.10,760.55,737.50,759.50,72443,546.46,2173
533519,L&TFH,A,81.25,83.65,81.00,83.00,657824,542.80,3141
540762,TIINDIA,A,2583.90,2583.90,2492.10,2508.60,21524,540.87,4066
512379,CRESSAN,X,21.80,22.40,20.85,21.25,2498369,540.26,4402
543308,KIMS,A,1456.85,1593.25,1442.05,1578.95,34740,533.13,5040
543227,HAPPSTMNDS,A,999.95,1014.70,993.60,998.45,52595,527.36,4376
522205,PRAJIND,A,412.60,425.95,405.00,420.45,125753,525.26,4302
500620,GESHIP,A,608.90,624.00,591.20,608.20,84707,518.04,3510
542066,ATGL,A,3792.50,3889.00,3777.90,3868.85,13434,515.79,2088
500290,MRF,A,86609.95,86609.95,85250.00,86165.80,598,514.84,360
532809,FSL,A,108.85,112.30,108.00,110.55,464831,512.93,4469
543396,PAYTM,A,640.00,654.00,634.55,638.60,79386,511.30,4909
532187,INDUSINDBK,A,1148.00,1160.00,1134.45,1152.65,44249,508.41,2523
500800,TATACONSUM,A,770.05,775.50,766.50,767.80,65136,500.50,3081
540750,IEX,A,144.85,147.35,143.70,145.80,343147,500.24,4087
532652,KTKBANK,A,134.60,135.15,129.55,131.20,375693,494.33,4233
500002,ABB,A,3155.40,3212.10,3011.00,3022.55,15938,491.65,3153
500480,CUMMINSIND,A,1348.50,1363.50,1332.35,1347.30,36450,491.38,1948
532644,JKCEMENT,A,2761.05,2950.00,2761.05,2938.50,16903,490.71,2548
542752,AFFLE,A,1260.05,1279.80,1250.80,1260.20,38736,490.12,3583
500153,GANESHBE,B,139.40,144.00,139.40,142.30,342592,489.83,741
532468,KAMAHOLD,B,12597.95,13163.00,12500.00,12994.25,3817,487.85,281
542655,VIKASLIFE,B,4.90,4.90,4.80,4.85,9960258,484.20,1039
500368,PATANJALI,T,1235.05,1299.95,1230.10,1264.45,38138,483.39,3181
532768,FIEMIND,B,1846.95,2054.35,1824.50,2023.30,24393,482.07,5319
505200,EICHERMOT,A,3530.00,3565.50,3499.25,3516.15,13668,481.63,1955
513683,NLCINDIA,A,79.70,80.20,77.40,77.80,613566,481.24,3721
500038,BALRAMCHIN,A,330.00,344.00,326.15,341.45,141262,470.28,2474
542851,GENSOL,M,1677.00,1677.00,1580.00,1661.10,28652,470.15,344
530005,INDIACEM,A,244.00,251.70,242.40,248.55,189452,468.89,2761
543626,EMIL,B,84.80,89.50,84.40,86.95,536462,467.86,7127
526299,MPHASIS,A,2040.95,2062.00,2023.50,2036.85,22877,467.71,2527
532281,HCLTECH,A,1098.00,1102.55,1089.80,1098.50,42372,465.34,2572
543257,IRFC,A,24.55,25.00,24.40,24.80,1877089,464.13,2343
500510,LT,A,2010.95,2021.00,1996.00,1999.90,23050,462.07,1830
500003,AEGISLOG,A,324.00,328.20,307.90,313.85,141502,454.77,4781
543442,BCONCEPTS,T,212.75,212.75,210.00,210.45,211947,445.99,119
532659,IDFC,A,80.30,80.30,77.90,79.70,562024,443.93,2565
533168,ROSSELLIND,B,300.40,353.30,286.15,345.25,135737,440.41,5817
500877,APOLLOTYRE,A,291.00,291.55,282.65,285.55,154288,440.33,3344
500228,JSWSTEEL,A,719.05,731.05,717.00,719.50,60797,440.29,1757
532827,PAGEIND,A,47000.05,47420.70,46700.15,46835.75,934,438.57,541
500469,FEDERALBNK,A,135.95,136.40,133.45,136.05,317202,428.57,2410
543232,CAMS,A,2393.05,2406.95,2342.05,2375.80,18016,427.78,4066
500410,ACC,A,2390.10,2455.65,2377.55,2434.90,17490,424.43,2035
506685,ULTRAMAR,B,359.95,389.00,355.55,384.25,112299,423.07,1353
540611,AUBANK,A,624.00,640.60,621.65,636.00,66522,420.76,3401
543066,SBICARD,A,813.00,814.90,805.50,809.15,51639,417.89,4379
512463,SHRGLTR,X,4.70,4.78,4.58,4.67,8895260,413.46,1976
500339,RAIN,A,174.40,180.35,173.90,179.25,230446,410.27,4175
541450,ADANIGREEN,A,2198.05,2200.00,2160.00,2179.05,18675,407.05,2171
540719,SBILIFE,A,1251.05,1259.20,1240.00,1247.10,32411,405.27,2136
541233,LEMONTREE,A,90.25,91.40,87.75,90.05,453316,405.22,3065
540691,ABCAPITAL,A,128.50,131.25,127.15,130.40,310323,402.75,5543
539310,THINKINK,B,67.05,67.40,64.90,67.00,598503,402.10,272
532209,J&KBANK,A,40.30,40.75,38.55,38.85,1017803,401.95,3076
532868,DLF,A,400.60,408.00,400.40,406.45,99211,401.91,1818
521137,EUREKAI,XT,37.20,37.20,37.10,37.20,1076651,400.41,3269
526947,LAOPALA,A,415.15,433.10,410.90,425.50,94033,400.13,4959
539309,RAMASTEEL,B,167.00,172.25,160.10,170.80,237127,396.71,6614
512070,UPL,A,769.05,785.00,768.20,773.55,50892,395.02,2123
532783,DAAWAT,A,119.75,120.00,114.25,115.00,337549,394.96,3296
531344,CONCOR,A,765.00,770.15,748.10,762.60,51764,394.46,2761
540699,DIXON,A,4541.10,4600.00,4511.05,4589.30,8598,393.21,2213
502420,ORIENTPPR,B,41.05,41.35,37.65,37.85,996744,391.96,4030
523100,COSMOFE,X,244.95,266.75,244.95,245.95,157903,388.88,1395
532268,ACCELYA,B,1489.95,1570.00,1474.50,1551.75,25242,387.85,3696
500117,DCW,B,53.00,53.50,51.00,51.25,743196,386.95,4516
532508,JSL,A,163.15,171.80,162.90,168.65,226389,381.49,4132
500096,DABUR,A,553.05,567.95,550.45,553.50,68338,379.98,2131
511431,VAKRANGEE,A,32.50,33.80,32.05,33.30,1142687,379.51,3099
540401,MAXIMUS,T,26.85,28.10,26.00,28.10,1350679,378.86,2711
500645,DEEPAKFERT,A,865.05,874.10,846.70,856.95,43352,373.49,3445
538835,INTELLECT,A,443.00,456.70,443.00,452.90,82760,373.10,2772
532689,PVR,A,1830.05,1843.00,1803.25,1813.95,20478,372.29,1607
500182,HEROMOTOCO,A,2687.75,2706.20,2655.75,2685.35,13786,370.48,2349
503806,SRF,A,2389.05,2404.30,2372.45,2379.25,15553,370.40,2317
538402,SPS,T,81.05,89.25,80.75,81.05,456866,370.06,27
570001,TATAMTRDVR,A,224.30,230.25,224.25,228.25,162023,368.83,2275
500483,TATACOMM,A,1315.50,1324.95,1286.70,1320.55,28130,367.84,2834
500414,TIMEX,XT,143.00,148.05,142.00,148.05,249072,366.24,1043
506642,SADHNANIQ,B,149.80,151.80,141.00,148.20,247345,365.89,1540
500085,CHAMBLFERT,A,286.00,292.70,283.55,291.10,124416,359.88,3676
532702,GSPL,A,233.05,245.80,233.05,243.10,145401,349.85,3649
543590,RHETAN,M,148.00,155.45,148.00,153.85,228000,347.32,49
543482,EUREKAFORBE,B,512.90,514.90,500.10,500.70,68522,346.05,551
531431,SHAKTIPUMP,B,442.95,442.95,395.00,401.45,84993,340.80,6463
536264,TIGERLOGS,X,323.80,337.95,317.00,321.60,103775,340.41,1620
532926,JYOTHYLAB,A,192.70,206.55,184.00,192.70,170871,338.81,3400
500790,NESTLEIND,A,20251.10,20384.05,19907.95,20059.50,1673,337.19,928
500770,TATACHEM,A,1070.00,1073.05,1057.00,1065.35,31260,333.13,1777
532636,IIFL,A,396.00,424.00,396.00,421.00,80066,330.57,2761
532067,KILPEST,X,357.00,394.25,357.00,394.25,85444,330.22,1220
500825,BRITANNIA,A,4096.00,4152.00,4076.15,4102.45,7996,329.06,1330
500184,HSCL,A,95.60,96.65,94.20,95.30,345347,328.32,3181
523642,PIIND,A,3434.00,3498.80,3393.15,3400.15,9545,327.71,1507
502355,BALKRISIND,A,1889.00,1904.95,1864.00,1876.20,17453,327.56,3008
500008,AMARAJABAT,A,620.05,629.35,616.10,622.15,52609,327.19,1648
500033,FORCEMOT,A,1400.25,1477.00,1400.25,1455.60,22406,325.05,3193
532218,SOUTHBANK,A,14.39,14.49,14.00,14.23,2264718,322.53,2154
532772,DCBBANK,A,118.95,121.60,117.25,120.10,266238,319.89,3151
524230,RCF,A,102.30,104.00,102.00,102.95,310378,319.52,2365
505700,ELECON,A,444.45,455.00,425.60,452.10,72419,319.04,3294
500219,JISLJALEQS,A,34.70,35.10,32.70,32.85,954855,316.35,3828
542904,UJJIVANSFB,B,28.05,28.20,27.40,27.60,1132976,315.17,3421
500128,ELECTCAST,B,42.55,42.55,39.10,40.10,780483,313.94,3672
532505,UCOBANK,A,15.15,15.18,14.75,14.84,2089912,312.29,1477
514197,STCORP,XT,405.85,448.55,405.85,448.55,70428,311.79,786
532400,BSOFT,A,283.85,287.75,281.65,285.45,108814,310.52,2287
540376,DMART,A,4131.10,4141.35,4083.10,4097.05,7497,307.53,1781
543284,EKI,B,1637.90,1637.90,1599.00,1601.55,19101,307.30,1839
500488,ABBOTINDIA,A,19170.10,20099.95,19170.10,19958.10,1542,304.72,1043
532430,BFUTILITIE,A,396.00,407.75,388.20,399.05,74554,298.00,2191
532720,M&MFIN,A,221.90,222.60,213.75,215.65,136485,295.97,2759
520057,JTEKTINDIA,B,106.10,120.95,103.05,116.10,254820,294.03,5504
542012,AAL,B,315.95,315.95,306.00,314.55,93200,292.78,312
542652,POLYCAB,A,2706.65,2715.00,2664.35,2695.90,10859,291.96,2151
540777,HDFCLIFE,A,542.70,545.00,536.50,538.75,53888,291.21,2144
532538,ULTRACEMCO,A,6816.35,6894.95,6816.35,6854.80,4243,290.96,1064
532742,PAUSHAKLTD,B,8982.00,8982.00,8675.05,8756.75,3277,288.87,1039
543330,DEVYANI,A,180.90,181.95,173.20,175.60,162045,287.37,2079
543427,MEDPLUS,B,591.95,690.00,589.10,616.10,44352,286.98,5369
532514,IGL,B,421.00,424.60,415.80,416.30,68675,286.55,1046
524404,MARKSANS*,A,50.50,51.45,49.35,51.10,561348,285.17,3167
533106,OIL,A,198.00,201.00,197.50,200.55,142138,283.83,2968
500251,TRENT,A,1425.05,1440.35,1402.10,1427.05,19977,283.40,1555
512237,JAICORPLTD,A,162.00,168.00,158.80,166.25,170534,278.26,3020
500294,NCC,A,71.50,73.45,71.40,73.15,381828,276.47,2411
500444,WSTCSTPAPR,A,589.65,614.30,574.00,603.30,45281,271.07,2630
531306,DHPIND,X,1322.00,1322.00,1175.00,1206.15,21876,269.43,1578
500495,ESCORTS,A,1989.40,2002.95,1952.85,1989.85,13569,268.39,1438
504132,PERMAGN,X,670.00,682.00,636.10,652.20,40828,268.33,918
500116,IDBI,A,47.85,48.00,46.80,47.05,562382,266.14,2636
526371,NMDC,A,113.95,115.10,113.00,113.35,233900,266.10,2565
532525,MAHABANK,A,23.40,23.65,22.85,23.10,1145214,264.74,2406
500106,IFCI,A,11.80,12.13,11.50,11.95,2237628,263.20,2258
532683,AIAENG,A,2593.00,2825.00,2592.50,2723.00,9632,262.98,2596
523395,3MINDIA,A,23814.75,24730.00,23640.50,24530.70,1066,259.07,665
541601,RAJNISH,B,18.80,19.65,18.80,19.05,1339540,256.92,1151
533273,OBEROIRLTY,A,882.05,923.00,882.05,916.90,28222,256.35,1774
539254,ADANITRANS,A,3271.05,3300.60,3260.45,3286.95,7762,255.07,1069
539957,MGL,A,851.50,888.00,837.90,880.05,29397,253.72,1832
500185,HCC,A,14.89,14.89,14.39,14.46,1740438,253.32,1428
543331,MOL,A,114.10,119.85,113.10,119.20,210189,247.24,2555
543252,FAIRCHEMOR,A,1550.00,1588.00,1528.00,1571.75,16000,247.18,1461
533146,DLINKINDIA,B,282.50,286.00,269.75,271.35,89685,246.48,2324
540073,BLS,B,361.20,361.20,350.60,354.95,69024,244.91,2655
519126,HNDFDS,A,571.95,617.25,567.00,609.05,40717,244.76,3842
532754,GMRINFRA,A,38.00,38.85,37.80,38.60,631188,242.57,2078
543597,VOEPL,M,147.75,147.75,137.00,137.70,172000,242.18,82
533282,GRAVITA,B,355.40,356.05,342.30,353.35,68791,240.40,3103
541167,YASHO,B,1762.60,1780.00,1745.00,1760.55,13588,239.51,1045
532947,IRB,A,252.60,254.10,245.00,245.80,96006,238.00,2254
513377,MMTC,A,38.70,38.70,37.15,37.60,620264,233.80,2547
511243,CHOLAFIN,A,699.95,726.00,699.95,720.90,32313,232.60,1528
533398,MUTHOOTFIN,A,1073.60,1100.50,1073.60,1088.25,21381,232.52,1716
500120,DIAMINESQ,X,476.00,499.00,476.00,499.00,46459,229.20,571
530517,RELAXO,A,926.85,929.95,920.25,922.70,24727,228.52,3610
532955,RECLTD,A,100.80,100.80,99.35,100.20,227971,228.16,1563
524000,POONAWALLA,A,315.05,316.75,309.40,311.40,72560,226.46,1608
543615,SRSOLTD,M,132.90,136.60,118.10,123.30,172800,225.79,102
500547,BPCL,A,308.05,310.00,307.00,307.75,72741,224.49,1505
533758,APLAPOLLO,A,1051.10,1086.55,1051.10,1082.85,20900,224.17,1907
532523,BIOCON,A,280.05,287.75,278.80,286.40,78348,222.56,2148
522101,KLBRENG-B,XT,81.80,82.00,76.10,78.80,281325,222.02,312
532527,RKFORGE,A,241.90,244.10,235.00,237.95,92733,221.87,1885
532856,TIMETECHNO,A,99.60,101.45,98.10,99.35,222155,220.99,2623
534076,RHIM,A,575.30,607.95,571.15,605.60,37160,219.40,1959
532626,PONDYOXIDE,X,393.95,393.95,367.50,372.90,58593,219.14,2622
500171,GHCL,A,596.05,606.20,588.95,591.95,36777,219.10,2411
543220,MAXHEALTH,A,447.55,449.25,440.95,442.65,49074,218.13,1905
500575,VOLTAS,A,829.10,832.00,819.90,823.55,26389,217.51,1393
542857,GREENPANEL,A,375.05,380.90,361.25,362.85,59423,217.30,3694
539594,MISHTANN,B,9.08,9.10,8.89,8.98,2420579,216.73,4143
543530,PARADEEP,B,56.10,57.45,55.70,56.15,381933,216.03,3778
517354,HAVELLS,A,1237.30,1243.00,1228.80,1239.15,17398,215.41,1735
542484,ARVINDFASN,A,351.35,367.20,351.35,356.50,59447,214.39,2234
511196,CANFINHOME,A,539.45,539.45,530.00,536.45,40071,214.28,1598
543398,LATENTVIEW,B,388.05,393.15,387.05,389.20,54732,213.69,2502
532144,WELCORP,A,232.90,234.30,222.10,231.85,93342,213.52,2490
543248,RBA,A,124.45,125.15,116.50,117.00,179071,213.48,3843
515147,HALDYNGL,X,70.80,70.80,66.25,68.35,312219,212.45,1371
511447,SYLPH,X,16.60,17.50,16.45,17.00,1242382,210.95,354
539841,LANCER,B,472.90,491.10,456.15,478.00,44423,208.58,2528
535136,NIBE,XT,380.00,393.80,380.00,384.70,52784,206.79,413
524051,POLYPLEX,A,1761.85,1795.00,1751.00,1763.10,11610,205.79,1464
533552,RUPA,A,301.75,305.10,292.90,295.10,69032,205.66,3228
507753,TGVSL,XT,143.50,146.85,136.60,138.05,147576,205.57,1247
532343,TVSMOTOR,A,1109.00,1123.60,1091.35,1100.90,18541,204.58,1442
506879,GUJTHEM,X,839.55,855.00,836.50,848.65,24033,204.13,936
515030,ASAHIINDIA,A,634.90,650.85,629.25,644.45,31455,203.09,1771
533148,JSWENERGY,A,321.05,324.75,316.65,318.60,63547,202.76,2077
532532,JPASSOCIAT,A,9.27,9.72,9.25,9.58,2126222,201.87,2678
533326,TEXRAIL,B,49.40,51.40,48.85,51.05,399981,201.19,2390
542650,METROPOLIS,A,1606.05,1638.70,1563.05,1577.50,12453,199.93,1621
532983,RPGLIFE,B,951.50,1011.95,951.50,975.00,20188,199.55,2312
502219,BORORENEW,A,548.95,548.95,540.05,542.85,36706,199.28,3382
506532,NITTAGELA,X,719.00,727.00,673.30,703.75,28205,198.78,1015
541195,MIDHANI,A,247.30,255.15,245.60,250.20,79264,197.97,1855
517522,RAJGLOWIR,B,902.35,959.00,902.35,939.20,20834,196.43,2264
