Security Code,Security Name,Security Group,Open,High,Low,LTP,No. of Shares Traded,Total Turnover (my image Lac),No. of Trades
519588,DFM,B,372.95,375.00,372.10,373.35,18849,70.40,1576
539660,BESTAGRO,B,1539.00,1560.00,1502.20,1544.00,4584,70.39,842
534618,WAAREERTL,XT,453.50,453.70,435.00,445.20,15845,70.23,367
503310,SWANENERGY,A,245.30,247.95,230.55,233.15,29234,70.14,1315
533208,EMAMIPAP,B,173.00,173.55,158.50,161.20,42290,69.63,1368
543279,SURYODAY,B,106.50,107.20,98.40,99.70,67885,69.29,1541
500380,JKLAKSHMI,A,646.00,650.00,641.00,646.45,10720,69.15,736
506076,GRINDWELL,A,2070.05,2111.60,2043.70,2056.25,3328,69.07,935
524742,CAPPL,A,733.00,780.00,733.00,775.35,9039,68.98,1208
500187,AGI,B,312.30,318.95,312.00,314.15,21699,68.32,957
539118,VRLLOG,A,590.00,590.00,573.35,577.65,11778,68.14,1290
530073,SANGHVIMOV,B,268.00,275.50,261.00,262.50,25143,67.84,1269
532605,JBMA,B,401.05,427.10,401.05,423.80,16175,67.81,1050
533896,FERVENTSYN,X,13.40,14.60,13.36,13.81,482291,67.54,193
538565,VISTARAMAR,X,338.20,389.95,332.55,354.70,19270,67.51,774
543426,METROBRAND,B,792.05,811.95,783.75,795.15,8427,67.34,822
508906,EVERESTIND,B,738.00,742.25,708.00,712.50,9406,67.34,1215
530999,BALAMINES,A,3021.05,3048.00,2980.05,2992.95,2243,67.29,511
506943,JBCHEPHARM,A,2019.00,2026.45,1959.30,1979.55,3379,67.17,884
543187,POWERINDIA,A,3064.05,3069.05,2995.80,3041.70,2203,66.69,607
500674,SANOFI,A,5580.05,5585.90,5550.00,5575.70,1195,66.54,471
543290,PGINVIT,IF,133.00,133.00,130.00,131.86,50770,66.41,1461
543412,STARHEALTH,B,693.10,694.25,681.35,688.45,9676,66.39,1131
531508,EVEREADY,A,326.20,329.00,325.00,327.90,20120,65.69,929
531752,BIOGEN,X,0.82,0.94,0.82,0.89,7340569,65.61,3459
500144,FINCABLES,A,519.90,535.25,514.95,518.15,12469,65.61,904
524280,KOPRAN,B,164.10,164.90,151.90,153.50,41921,65.52,1884
532654,MCLEODRUSS,B,27.50,28.85,27.50,28.25,230199,65.28,844
542602,EMBASSY,IF,338.40,345.20,338.40,343.23,19018,65.22,668
500084,CESC,A,75.35,76.50,75.35,76.15,85713,65.14,1122
543419,SHRIRAMPPS,B,73.40,78.00,73.35,76.65,85214,65.10,1547
543230,ADVAIT,M,690.00,710.00,690.00,696.00,9250,64.32,35
532475,APTECHT,A,352.95,354.95,334.40,337.50,18900,64.27,1115
500214,IONEXCHANG,A,2438.90,2466.70,2397.00,2437.10,2634,64.21,778
500680,PFIZER,A,4370.00,4526.20,4318.30,4497.35,1453,64.19,560
541967,SKYGOLD,M,160.00,160.00,142.00,150.90,42400,64.14,12
530129,NILE,X,640.00,640.00,598.00,602.20,10499,63.93,459
505242,DYNAMATECH,B,2382.70,2549.80,2382.65,2464.85,2547,63.68,836
505355,NESCO,A,622.75,645.00,613.00,638.70,10148,63.63,1172
521070,ALOKTEXT,T,16.05,16.20,15.80,15.90,397953,63.49,1410
532313,MAHLIFE,A,410.00,414.25,404.00,407.90,15478,63.34,1056
533229,BAJAJCON,A,156.05,157.95,154.30,155.75,40458,63.26,1386
523850,AXTEL,X,263.00,278.70,250.00,251.75,24305,63.25,434
500266,MAHSCOOTER,A,5439.95,5529.00,5185.05,5497.30,1169,63.24,607
500119,DHAMPURSUG,A,212.00,212.00,208.45,209.55,30114,63.16,876
523672,FLEXFO,X,110.05,110.05,106.00,107.05,58586,63.13,407
500403,SUNDRMFAST,A,964.00,965.75,921.00,929.70,6706,63.02,1017
526901,SONALAD,X,170.55,170.55,164.00,170.55,37024,62.90,566
505255,GMM,A,1858.00,1876.65,1840.00,1868.10,3383,62.72,531
509243,TVSSRICHAK,B,2999.85,3041.05,2940.00,3002.00,2096,62.72,473
539268,SYNGENE,A,616.05,625.50,611.85,622.45,10108,62.55,656
532497,RADICO,A,1001.20,1007.05,978.25,983.85,6289,62.48,871
506690,UNICHEMLAB,A,389.85,395.00,386.65,388.85,15941,62.27,1029
524348,AARTIDRUGS,A,455.30,464.85,455.30,462.00,13408,61.96,1009
541269,CHEMFABALKA,B,297.00,312.00,282.30,310.75,20507,61.95,915
590021,BHARATRAS,B,10795.90,10887.35,10354.00,10390.30,587,61.70,314
509525,EMPIND,X,701.00,715.00,696.00,699.70,8777,61.56,89
507526,ASALCBR,B,449.95,450.00,435.10,440.75,13916,61.50,997
530961,VIKASECO,B,3.52,3.55,3.42,3.44,1768858,61.33,1432
522105,BIRLAPREC,X,46.00,46.00,44.20,45.65,134336,61.24,459
522113,TIMKEN,A,2900.00,2913.00,2862.45,2900.15,2114,61.22,600
504258,LAKSELEC,X,945.05,977.00,922.00,935.45,6456,61.10,257
515043,SAINTGOBAIN,X,98.40,99.45,96.20,96.75,62499,61.05,674
517174,HONAUT,A,38775.20,39200.00,38392.40,38826.50,157,60.98,128
590062,ANDHRSUGAR,B,133.60,134.50,130.10,131.20,46210,60.91,1550
533470,RUSHIL,B,435.00,451.80,431.20,437.80,13799,60.89,885
538837,JSTL,X,56.70,60.60,56.70,56.70,105303,60.58,596
526773,PRESSURS,XT,108.20,108.40,108.00,108.25,55912,60.56,597
505681,BIMETAL,X,455.00,465.00,417.00,428.95,13910,60.41,504
543276,CRAFTSMAN,A,3384.85,3408.05,3249.30,3282.35,1800,60.18,671
541403,DOLLAR,A,453.65,456.00,434.75,438.50,13482,60.10,1236
534804,CARERATING,A,546.05,548.05,530.45,532.45,11048,59.66,984
530315,HINDTIN,X,100.20,105.50,100.00,102.85,57662,59.52,494
532684,EKC,A,100.95,101.80,99.15,99.95,59257,59.39,1485
531888,REXNORD,X,128.40,130.85,118.45,118.80,48765,59.12,720
514418,MANORG,B,550.00,552.45,522.05,536.85,10987,59.05,995
516022,STARPAPER,B,204.40,207.60,196.00,206.80,29057,58.98,1257
506687,TRANSPEK,B,1780.05,1829.90,1752.20,1758.85,3336,58.91,412
511766,MUTHTFN,B,336.05,343.00,310.85,313.95,18203,58.90,1155
524470,SYNCOMF,X,8.00,8.00,7.85,7.96,737534,58.68,2288
505232,VELJAN,X,1249.00,1380.00,1210.00,1341.85,4459,58.56,211
543622,STML,M,207.20,209.70,196.85,199.70,28800,58.22,24
543514,VERANDA,B,305.05,311.20,298.00,299.75,19326,58.11,600
540047,DBL,A,228.75,234.95,225.05,231.05,25114,57.79,1094
533271,ASHOKA,A,74.75,74.75,71.80,73.05,79110,57.57,1449
500268,MANALIPETC,A,82.80,84.50,82.50,82.95,68449,57.08,1694
543489,GATEWAY,B,74.10,75.50,72.05,72.25,77826,57.05,1824
505010,AUTOAXLES,B,1955.00,1965.00,1911.00,1927.25,2938,56.96,1160
514470,WINSOMTX,B,77.15,91.40,76.00,84.15,68232,56.91,222
532493,ASTRAMICRO,A,319.60,319.60,311.00,313.90,18062,56.82,809
505714,GABRIEL,A,160.75,164.90,159.95,163.80,34924,56.76,1215
543367,PARAS,B,641.05,653.90,632.65,634.35,8864,56.61,845
543283,BARBEQUE,A,1070.00,1096.65,1070.00,1080.45,5199,56.25,901
506285,BAYERCROP,A,4748.95,4769.00,4699.90,4743.80,1183,56.08,447
540879,APOLLO,T,236.00,246.50,228.50,237.50,23460,56.07,322
532896,MAGNUM,B,22.40,25.75,21.24,23.99,241770,56.06,1334
543517,HARIOMPIPE,B,293.00,302.20,275.55,277.35,19687,55.84,1059
543401,GOCOLORS,B,1250.40,1250.40,1141.70,1168.00,4642,55.52,1209
538923,SOFCOM,XT,79.25,79.25,79.25,79.25,69970,55.45,132
590071,SUNDARMFIN,B,2318.00,2358.10,2259.10,2290.95,2411,55.35,665
533107,RNAVAL,Z,2.95,2.95,2.67,2.81,1929167,55.19,893
517041,ADORWELD,B,820.25,865.00,817.55,858.00,6484,54.83,1226
539470,SHREEGANES,X,1.93,1.99,1.85,1.94,2843475,54.65,1904
543534,AETHER,B,875.00,896.55,862.25,882.30,6211,54.55,1002
508989,NAVNETEDUL,A,126.05,128.30,122.65,125.70,43534,54.54,1234
532457,GULPOLY,B,230.95,231.75,218.60,221.30,24251,54.51,980
537800,MANGIND,X,4.35,4.35,4.16,4.25,1282733,54.38,1431
531335,ZYDUSWELL,A,1612.05,1616.00,1579.85,1583.95,3397,54.17,973
512559,KOHINOOR,B,63.50,63.50,57.70,60.00,89431,54.13,1601
542628,NSL,M,241.45,256.50,241.45,241.45,22000,53.85,19
532485,BLIL,B,359.95,364.15,358.05,362.20,14875,53.79,519
540146,ACML,M,59.70,59.75,58.25,59.50,90000,53.69,48
509675,HIL,A,2626.05,2701.70,2604.00,2649.95,2015,53.65,520
534597,RTNINDIA,A,51.10,51.10,49.15,49.45,107621,53.60,826
532407,MOSCHIP,T,67.70,68.75,67.00,67.85,79115,53.51,660
500404,SUNFLAG,B,90.05,92.25,86.40,86.90,60348,53.37,1767
533088,MHRIL,A,268.95,270.70,264.35,268.90,19966,53.34,911
532528,DATAMATICS,B,314.15,326.45,314.15,319.80,16495,53.15,1126
530557,NCLRESE,X,0.57,0.57,0.55,0.56,9494605,53.05,4143
514030,DEEPAKSP,X,250.00,255.40,248.00,253.20,21113,53.03,368
532630,GOKEX,A,358.05,365.60,357.00,364.05,14703,53.02,864
501301,TATAINVEST,A,2449.95,2449.95,2408.05,2419.55,2184,52.94,473
532413,CEREBRAINT,B,35.90,41.05,35.65,38.35,134528,52.93,1528
590075,LAMBODHARA,B,95.00,109.10,95.00,102.70,50984,52.93,1383
531930,SARTHAKIND,XT,216.00,216.05,195.55,207.00,25440,52.87,233
506854,TANFACIND,X,948.00,948.60,940.00,940.25,5597,52.65,169
500420,TORNTPHARM,A,1668.05,1672.05,1638.95,1648.35,3188,52.63,451
532714,KEC,A,411.25,411.35,405.20,409.65,12852,52.48,926
543434,SUPRIYA,B,250.80,250.90,242.95,244.05,21251,52.33,1286
522064,HONDAPOWER,B,2180.45,2210.00,2085.00,2099.20,2430,52.28,756
524200,VINATIORGA,A,2122.40,2140.15,2090.00,2094.40,2466,52.11,519
532796,LUMAXTECH,B,258.00,259.00,244.25,251.35,20831,52.02,1163
523025,SAFARIND,B,1860.00,1922.65,1853.95,1867.05,2758,51.95,1078
500367,RUBFILA,X,94.90,95.00,91.00,91.90,56186,51.92,507
522017,FLUIDOM,X,192.05,192.05,192.05,192.05,27006,51.87,237
540757,SCPL,M,657.00,674.00,652.60,669.90,7800,51.81,38
543619,CNCRD,M,185.00,190.00,177.00,178.50,28000,51.64,14
500060,BIRLACABLE,B,154.95,154.95,144.60,145.40,34573,51.57,1567
526519,ALPINEHOU,X,68.40,73.80,66.50,71.30,72256,51.55,233
526586,WIMPLAST,X,535.00,549.00,515.00,518.70,9800,51.41,298
540544,PSPPROJECT,A,622.05,632.65,619.35,625.50,8180,51.25,714
511034,JINDRILL,B,310.80,329.95,310.80,323.45,15802,51.22,1107
523558,SWISSMLTRY,XT,19.70,20.50,19.20,19.55,261046,51.12,1204
531489,CGVAK,X,410.00,418.00,394.80,400.85,12615,50.84,390
526829,CONFIPET,A,76.50,77.00,74.95,75.70,67027,50.83,880
500039,BANCOINDIA,B,200.00,200.00,194.00,196.05,25833,50.81,1200
543254,AWHCL,B,314.15,335.00,313.20,331.20,15650,50.79,1179
502450,SESHAPAPER,B,307.30,314.00,304.70,311.15,16294,50.73,850
540686,SMRUTHIORG,X,205.00,230.00,205.00,226.00,22835,50.37,220
531201,SHILCTECH,X,835.80,835.80,780.00,789.20,6327,50.24,238
500336,SURYAROSNI,A,467.45,474.60,461.35,463.00,10733,50.23,1779
509051,INDINFO,XT,2.45,2.47,2.36,2.39,2086730,50.11,2526
513446,JSWISPL,A,30.85,31.50,30.70,30.90,160360,50.03,791
500413,THOMASCOOK,A,77.30,78.05,74.50,75.55,65769,49.89,1245
532181,GMDCLTD,A,153.90,154.40,151.45,151.85,32642,49.81,659
522014,UNIDT,B,300.00,300.00,278.00,280.65,17491,49.80,1129
542232,SRD,B,143.00,147.05,137.20,144.60,34333,49.33,907
531859,ORIRAIL,X,121.00,124.30,119.25,120.90,40992,49.23,180
531543,JINDWORLD,B,340.55,350.55,340.55,342.90,14221,49.13,821
513532,PRADPME,X,165.00,165.95,150.00,154.65,31473,49.08,549
543463,MANYAVAR,B,1356.60,1357.15,1331.65,1340.05,3652,48.88,828
541778,DEEP,B,160.00,160.00,151.00,155.90,31173,48.71,476
531637,PRAVEG,X,254.90,255.00,246.05,249.35,19365,48.66,479
505533,WESTLIFE,A,761.25,784.10,756.80,773.25,6285,48.42,778
543218,SBGLP,M,210.00,210.00,199.00,200.00,24000,48.19,19
523694,APCOTEXIND,A,491.10,503.65,488.70,489.60,9739,48.10,926
539334,SHREEPUSHK,B,229.55,229.65,205.20,207.45,22281,47.93,1487
539844,EQUITAS,A,102.65,102.70,101.30,101.85,46678,47.68,873
500284,LORDSCHLO,X,270.00,273.00,268.85,268.85,17711,47.66,292
543386,FINOPB,B,198.80,199.00,194.10,196.10,24173,47.50,809
532539,UNOMINDA,A,564.00,564.00,541.35,544.75,8614,47.35,1072
500040,CENTURYTEX,A,801.05,804.55,788.20,794.50,5945,47.19,813
539151,ARFIN,X,26.25,26.25,24.00,24.45,187749,47.14,890
532732,KKCL,B,466.75,482.95,461.05,480.90,9897,46.95,544
538975,SHREESEC,X,20.75,20.75,19.40,19.45,237804,46.74,289
539006,PTCIL,T,2950.00,2950.00,2850.00,2896.10,1609,46.62,149
541161,KBCGLOBAL,T,2.58,2.75,2.58,2.65,1768953,46.58,951
540743,GODREJAGRO,A,472.00,475.05,467.00,472.10,9896,46.56,1021
541988,AAVAS,A,2028.90,2052.70,1989.65,2023.20,2293,46.55,608
542730,ICICIBANKN,B,42.19,42.35,42.05,42.11,109916,46.36,456
500335,BIRLACORPN,A,936.50,963.75,934.10,955.45,4902,46.35,781
533261,EROSMEDIA,T,27.00,28.30,25.65,26.20,170122,45.83,662
532864,NELCAST,B,94.00,94.00,87.50,88.85,50532,45.68,1091
527001,ASHAPURMIN,B,87.75,94.05,87.75,91.65,49672,45.41,701
532928,TRIL,B,58.65,59.05,56.95,57.25,78445,45.38,846
522287,KALPATPOWR,A,501.05,513.95,501.05,509.10,8808,44.97,663
506414,FERMENTA,X,191.50,191.50,184.60,186.55,24011,44.93,583
533104,GLOBUSSPR,A,785.00,811.90,777.15,805.05,5648,44.89,647
531814,TIRSARJ,X,11.04,11.04,10.70,11.04,406166,44.78,280
542333,RPSGVENT,A,487.00,504.90,475.00,494.85,9055,44.63,761
543336,CHEMPLASTS,A,380.00,391.15,379.60,384.90,11534,44.60,820
532794,ZEEMEDIA,T,14.50,15.15,14.00,15.05,302647,44.52,647
531253,INDGELA,X,186.50,195.40,186.50,191.90,23000,44.15,334
526899,HFIL,X,20.90,21.80,20.50,21.50,204483,44.00,533
534691,COMCL,X,18.43,18.43,18.00,18.42,238785,43.99,398
533329,INDTERRAIN,B,74.00,74.65,71.50,73.00,60305,43.98,1159
590030,SPIC,B,58.70,58.70,57.50,57.65,75793,43.94,947
543606,CONTAINE,M,43.90,45.20,40.95,42.30,104000,43.86,13
540061,BIGBLOC,T,168.05,168.05,158.00,162.15,26843,43.69,316
535267,COMFINCAP,X,71.75,73.70,70.40,71.75,60687,43.67,165
502958,LAKSHMIMIL,X,4480.00,4683.25,4012.00,4508.95,989,43.66,143
500227,JINDALPOLY,A,839.80,860.85,835.00,837.25,5173,43.60,671
542802,GALACTICO,T,18.30,18.30,17.40,17.40,247985,43.43,1495
532553,WELENT,B,140.25,141.90,135.60,136.55,31340,43.35,1065
523369,DCMSRMIND,B,81.95,81.95,73.05,73.50,57777,43.29,1285
532666,FCSSOFT,B,2.65,2.76,2.65,2.72,1589324,43.04,1249
505854,TRF,B,168.00,169.00,166.00,166.50,25730,42.96,688
531069,VIJSOLX,XT,929.00,931.35,842.65,847.70,4859,42.91,479
539275,MSL,B,94.00,94.00,87.50,87.70,48730,42.89,50
532439,OLECTRA,A,554.25,559.25,551.35,553.50,7714,42.88,719
503722,BANSWRAS,B,120.50,120.50,109.70,111.10,37544,42.86,1132
513519,PITTIENG,B,289.70,300.00,287.00,297.75,14548,42.81,660
537253,SUNLOC,XT,119.95,123.70,118.50,123.70,34782,42.78,232
532301,TATACOFFEE,A,219.30,220.90,219.30,219.85,19397,42.68,951
539787,HCG,A,293.00,298.90,290.15,294.85,14470,42.67,772
539785,PDMJEPAPER,B,49.05,50.90,49.05,49.40,85148,42.62,1015
540575,STARCEMENT,A,105.55,108.55,105.50,108.10,39580,42.55,1346
532390,TAJGVK,B,201.95,201.95,191.00,192.00,21823,42.16,641
514167,GANECOS,B,831.00,848.00,818.75,822.00,5076,42.16,692
500133,ESABINDIA,A,3600.05,3707.10,3582.00,3646.20,1153,42.05,363
500459,PGHH,A,14047.95,14047.95,13760.85,13944.60,299,41.53,160
500135,EPL,A,150.30,153.95,150.30,151.60,27240,41.51,1162
526445,INDRANIB,XT,100.00,100.50,96.25,97.80,41674,41.24,199
533602,LESHAIND,X,7.00,7.19,6.90,7.07,585601,41.20,1537
539546,BNL,X,64.40,64.40,58.70,60.00,67316,40.74,76
513097,SHBCLQ,B,439.00,440.05,415.00,417.60,9525,40.56,980
533156,VASCONEQ,B,31.85,32.60,31.25,31.60,127366,40.55,1067
540724,DIAMONDYD,B,937.80,980.00,914.00,950.15,4203,40.46,713
539871,THYROCARE,A,630.05,649.25,628.35,641.35,6331,40.36,974
513709,SHILGRAVQ,X,114.90,114.90,103.65,106.70,37444,40.35,379
543249,TARC,B,45.15,46.40,44.75,45.00,88527,40.25,845
532440,MPSLTD,B,855.10,920.00,852.05,878.85,4470,40.17,608
540795,DYNAMIC,B,182.40,182.40,163.65,164.80,23760,40.02,1069
500092,CRISIL,A,2984.90,3051.70,2953.25,3004.55,1324,39.91,501
533080,MOLDTKPAC,B,853.40,867.20,842.90,850.90,4655,39.85,784
504614,SARDAEN,A,880.00,910.00,871.00,900.80,4421,39.78,745
513511,PANCHMAHQ,X,137.00,143.00,133.00,141.70,29090,39.68,232
543397,SAPPHIRE,B,1350.05,1390.00,1350.05,1377.65,2886,39.61,742
543064,SUVENPHAR,A,444.00,444.00,431.05,437.30,9080,39.59,505
519600,CCL,A,510.00,510.00,502.05,505.85,7820,39.52,632
541865,ASRL,B,62.00,62.00,61.00,61.45,64180,39.50,1629
590108,PSUBNKBEES,B,42.50,42.50,41.13,41.54,95179,39.35,479
538992,SAPL,X,714.00,749.70,714.00,740.00,5311,39.30,9
504028,GEE,X,83.85,83.85,74.50,75.75,51230,39.14,287
500870,CASTROLIND,A,123.60,125.30,123.60,124.95,31327,39.08,715
532706,INOXLEISUR,A,519.00,525.60,517.50,522.00,7463,38.89,649
533151,DBCORP,B,110.55,112.60,110.55,111.25,34730,38.75,926
542666,GKP,T,27.50,30.25,27.45,28.85,138513,38.61,1023
543223,MAXINDIA,B,100.00,101.80,97.35,98.80,38932,38.58,888
524520,KMCSHIL,B,67.80,67.80,65.65,66.55,57850,38.56,556
523539,PRECWIRE,B,101.15,102.00,98.40,100.00,38519,38.55,1048
504840,KAIRA,X,3090.00,3148.80,2789.45,2809.50,1339,38.54,299
534600,JTLINFRA,B,302.60,306.05,301.00,302.35,12680,38.49,348
543417,RATEGAIN,B,287.50,294.00,283.60,284.45,13329,38.48,661
543349,AMIORG,A,893.05,899.00,878.60,880.75,4339,38.35,323
590006,AMRUTANJAN,B,720.05,749.00,720.05,736.75,5163,38.33,524
532798,NETWORK18,A,65.00,65.15,63.25,64.30,59722,38.26,888
532411,VISESHINFO,B,0.66,0.67,0.66,0.67,5745361,38.26,1998
524634,ALUFLUOR,X,308.00,314.00,293.10,310.10,12481,38.12,289
522249,MAYURUNIQ,A,472.25,472.25,443.30,448.40,8355,37.76,1265
524444,EVEXIA,X,1.70,1.71,1.64,1.66,2264593,37.70,1846
522004,BATLIBOI,X,63.00,63.00,56.30,60.65,62684,37.53,518
522215,HLEGLAS,A,663.05,667.95,656.45,662.40,5659,37.52,1064
538875,SELLWIN,X,27.10,27.10,23.85,24.95,148625,37.26,392
543358,SANSERA,A,750.10,750.10,730.95,740.00,5038,37.26,824
530363,UGARSUGAR,B,75.20,75.80,72.90,73.60,50341,37.25,836
517059,SALZER,B,281.35,281.75,264.65,267.00,13718,37.05,923
540768,MAHLOG,A,509.90,509.90,491.40,492.00,7426,37.02,526
524654,NATCAPSUQ,X,583.00,583.00,550.10,552.75,6549,36.62,247
539889,PARAGMILK,B,106.25,110.00,106.25,106.85,33774,36.50,879
543299,SHYAMMETL,A,299.05,304.40,297.80,299.00,12137,36.43,920
533108,BTTL,X,16.10,19.90,16.10,19.90,193661,36.39,828
532927,ECLERX,A,1414.75,1433.60,1399.20,1417.25,2561,36.38,706
523319,BALMLAWRIE,A,114.00,115.20,112.00,113.10,31877,36.18,885
526159,NIKHILAD,X,186.90,186.90,186.90,186.90,19316,36.10,811
534976,VMART,A,2776.40,2850.05,2774.05,2817.00,1275,35.92,429
512068,DECNGOLD,X,32.75,34.85,32.00,33.20,105805,35.91,389
506022,PRAKASH,A,54.00,55.15,53.90,54.25,65588,35.82,704
543399,TARSONS,B,702.20,710.30,696.10,699.30,5077,35.75,633
533573,APLLTD,A,639.40,645.50,629.25,639.30,5598,35.66,575
501425,BBTC,A,941.05,962.95,929.00,945.35,3765,35.59,620
524370,BODALCHEM,A,81.55,82.00,79.70,80.40,44071,35.59,1357
500166,GOODRICKE,X,205.15,210.00,202.55,208.60,17152,35.57,221
530331,PREMCO,X,356.40,356.40,330.00,333.95,10584,35.56,221
522029,WINDMACHIN,B,46.25,49.50,45.10,47.20,74277,35.51,865
507552,FOODSIN,B,105.00,113.00,105.00,109.70,32112,35.51,652
520111,RATNAMANI,A,1924.85,1980.00,1911.15,1969.75,1825,35.50,616
540212,TCIEXP*,A,1841.95,1890.00,1841.65,1877.20,1900,35.42,424
542665,NEOGEN,A,1400.00,1407.70,1350.00,1353.05,2559,35.31,651
539222,GROWINGTON,M,74.25,74.95,73.95,74.40,47500,35.29,19
543475,EKENNIS,M,195.00,208.95,189.05,189.05,18400,35.28,20
540755,GICRE,A,140.00,140.75,136.40,137.45,25324,35.22,943
532716,GILLANDERS,B,80.20,80.20,73.30,74.30,45652,35.14,876
500250,LGBBROSLTD,A,692.15,692.60,680.75,690.35,5120,35.12,573
532815,SMSPHARMA,B,101.75,102.60,85.80,90.80,38437,35.10,977
500148,UFLEX,A,674.00,692.20,671.00,678.30,5184,35.08,886
505850,MANCREDIT,X,120.00,120.00,116.05,118.25,29675,35.08,85
506655,SUDARSCHEM,A,388.65,392.15,386.80,388.70,8973,34.92,877
500027,ATUL,A,8350.00,8500.00,8327.00,8338.60,415,34.88,300
537839,PHOENIXTN,X,53.10,58.25,52.75,55.65,64024,34.81,89
541770,CREDITACC,A,995.00,1008.25,978.70,991.65,3502,34.64,748
530263,GLOBALCA,XT,18.36,20.28,18.36,20.28,185092,34.57,247
539725,GOKULAGRO,B,126.00,129.35,123.25,125.00,27327,34.41,1160
540173,PNBHOUSING,A,426.45,428.35,421.05,427.10,8071,34.36,474
543614,TIPSFILMS,B,530.00,532.60,520.00,532.60,6433,34.24,142
532513,TVSELECT,B,298.60,298.60,284.00,286.10,11806,34.08,653
533286,MOIL,A,155.10,156.40,151.00,152.75,22071,34.07,942
506767,ALKYLAMINE,A,2873.00,2873.00,2835.00,2853.90,1191,34.03,374
532842,SRHHYPOLTD,B,685.30,688.35,652.05,659.50,5071,34.00,958
532156,VAIBHAVGBL,A,327.00,333.00,323.15,332.00,10271,33.93,554
531156,ALFAVIO,X,14.96,14.96,13.55,14.22,235821,33.91,581
538920,VINCOFE,X,53.35,56.95,52.10,56.95,61730,33.90,309
538666,SHARDACROP,A,398.00,405.10,392.95,395.25,8480,33.85,664
543287,LODHA,A,956.15,971.05,939.00,945.55,3537,33.76,484
532811,AHLUCONT,A,418.70,418.70,400.25,406.85,8320,33.72,499
538607,TOYAMSL,XT,12.24,12.24,11.76,11.90,284356,33.69,270
543238,UTIAMC,A,684.35,694.90,679.20,683.80,4879,33.52,466
543261,BIRET,IF,302.00,302.23,297.00,298.29,11220,33.49,554
540097,VISCO,X,106.50,106.50,96.50,106.50,31724,33.49,289
519483,TAIIND,X,52.05,52.05,47.15,48.85,66236,33.49,307
530617,SAMPRE,XT,191.10,209.00,191.10,191.35,17201,33.38,258
502168,NCLIND,B,173.60,176.05,172.15,173.50,19196,33.33,690
523610,ITI,A,111.05,111.05,108.10,109.15,30444,33.24,905
526797,GREENPLY,A,159.95,164.55,156.50,164.15,20602,33.21,622
543387,SJS,B,465.05,479.80,465.05,474.50,6997,33.20,908
538635,SNOWMAN,B,36.85,38.75,36.85,38.20,86503,33.07,895
532966,TWL,T,165.60,167.50,160.05,165.40,20188,33.07,196
526817,CHEVIOT,B,1250.00,1260.05,1218.25,1243.60,2654,32.93,464
533581,PGEL,B,997.10,1027.00,997.10,1012.45,3240,32.88,517
532899,KSCL*,A,494.00,499.15,488.00,495.00,6607,32.65,657
524648,INDOAMIN,B,121.55,123.05,118.00,118.60,27281,32.58,830
541303,AKSHAR,B,42.00,42.00,39.20,41.20,79079,32.41,390
540737,SGRL,B,264.90,264.90,249.00,257.75,12697,32.37,369
522195,FRONTSP,X,474.85,474.90,435.00,442.50,7237,32.34,263
526987,URJAGLOBA,T,10.91,11.05,10.85,10.95,295820,32.30,1747
523574,FEL,T,1.78,1.78,1.70,1.76,1831658,32.29,714
509709,INTLCONV*,B,59.25,63.75,58.45,60.30,52680,32.23,581
500031,BAJAJELEC,A,1158.90,1163.60,1136.45,1141.05,2802,32.15,477
500650,EXCELINDUS,B,1179.95,1196.00,1163.85,1166.25,2722,32.03,764
532944,ONMOBILE,A,105.60,107.15,105.30,105.80,30097,31.93,497
540025,ADVENZYMES,A,282.40,285.00,278.10,279.45,11320,31.90,883
542034,SMGOLD,B,21.45,21.45,20.45,20.60,152084,31.86,1030
540125,RADHIKAJWE,B,147.80,152.00,133.70,141.00,22299,31.85,666
532285,GEOJITFSL,B,46.40,46.70,45.50,46.10,69004,31.85,873
543321,TATVA,A,2392.45,2469.00,2392.45,2428.65,1304,31.68,725
530079,FAZE3Q,X,307.00,309.45,302.00,305.45,10354,31.59,203
504212,UNIVCABLES,B,275.00,275.00,261.90,269.00,11764,31.55,1093
532613,VIPCLOTHNG,B,41.00,41.90,39.10,41.25,76974,31.34,543
520008,RICOAUTO,B,56.35,58.35,56.35,57.30,54386,31.33,684
524667,SOTL,B,293.05,301.50,292.00,298.50,10573,31.31,984
531661,HITTCO,XT,16.36,18.06,16.35,18.06,180400,31.28,314
500052,BEPL,A,112.00,112.95,109.00,109.60,28256,31.27,1208
540902,AMBER,A,2040.55,2078.15,2030.00,2046.15,1515,31.19,368
539479,GTV,X,331.95,335.00,324.00,328.30,9511,31.17,123
500240,KINETICENG,XT,122.90,130.30,119.15,126.60,24336,31.17,467
540956,BHATIA,T,35.80,36.40,34.75,35.10,87615,31.09,660
533162,HATHWAY,A,16.05,16.15,15.95,16.00,193679,31.07,373
532651,SPLIL,B,71.60,75.05,70.95,71.70,42708,30.93,805
536773,JPOLYINVST,B,623.80,639.00,605.30,609.30,4974,30.93,799
517035,RIR,X,325.00,345.95,320.15,320.15,9458,30.83,355
532888,ASIANTILES,B,53.15,54.20,52.10,52.80,58322,30.82,1004
532154,JOHNPHARMA,X,0.69,0.73,0.69,0.72,4372835,30.78,2173
524687,BASANTGL,X,19.80,19.90,19.40,19.80,156292,30.75,1156
504176,HIGHENE,X,347.00,347.00,315.20,324.80,9292,30.46,460
